 part1_pos, part2_pos, part3_pos, part4_pos, part5_pos
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
11.1321,15.8517,93.5541,95.5667,107.297
